"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone"
4208,"4208","LAKE FOREST-PORTOLA",,"33.67583","-117.65783",,,,,
4209,"4209","LAKE FOREST-BURBANK",,"33.67834","-117.65572",,,,,
4210,"4210","LAKE FOREST-BURBANK",,"33.67788","-117.65627",,,,,
4211,"4211","LAKE FOREST-PORTOLA",,"33.67574","-117.65838",,,,,
4212,"4212","LAKE FOREST-TOWNE CENTRE",,"33.67365","-117.66059",,,,,
4213,"4213","LAKE FOREST-RANCHO",,"33.66875","-117.66274",,,,,
4214,"4214","LAKE FOREST-VISTA TERRACE",,"33.66657","-117.66329",,,,,
4215,"4215","LAKE FOREST-REGENCY",,"33.66417","-117.66621",,,,,
4216,"4216","LAKE FOREST-DIMENSION",,"33.66148","-117.66820",,,,,
4217,"4217","LAKE FOREST-VINTAGE WOODS",,"33.65653","-117.67257",,,,,
4218,"4218","LAKE FOREST-PITTSFORD",,"33.65265","-117.67380",,,,,
4219,"4219","LAKE FOREST-STERLING",,"33.64829","-117.67855",,,,,
4220,"4220","LAKE FOREST-CANADA",,"33.64820","-117.68245",,,,,
4221,"4221","LAKE FOREST-TRABUCO",,"33.64682","-117.68656",,,,,
4222,"4222","LAKE FOREST-SERRANO",,"33.64537","-117.68961",,,,,
4223,"4223","LAKE FOREST-BUFFWOOD",,"33.64362","-117.69328",,,,,
4224,"4224","LAKE FOREST-TOLEDO",,"33.64213","-117.69816",,,,,
4225,"4225","LAKE FOREST-JERONIMO",,"33.64056","-117.70392",,,,,
4226,"4226","LAKE FOREST-OVERLAKE",,"33.63833","-117.70742",,,,,
4227,"4227","LOS ALISOS-FORDVIEW",,"33.61283","-117.69587",,,,,
4228,"4228","LOS ALISOS-MUIRLANDS",,"33.61696","-117.69319",,,,,
4229,"4229","LOS ALISOS-ROCKFIELD",,"33.61236","-117.69643",,,,,
4230,"4230","MARKET-TOWNE CENTER",,"33.67948","-117.66667",,,,,
4232,"4232","MUIRLANDS-ASPAN",,"33.63633","-117.71148",,,,,
4233,"4233","MUIRLANDS-LAKE FOREST",,"33.63356","-117.70970",,,,,
4234,"4234","MUIRLANDS-DYLAN",,"33.62990","-117.70720",,,,,
4235,"4235","MUIRLANDS-RIDGE ROUTE",,"33.62823","-117.70446",,,,,
4236,"4236","MUIRLANDS-ENTRADOS",,"33.62632","-117.70181",,,,,
4237,"4237","MUIRLANDS-TULIP",,"33.62439","-117.69947",,,,,
4238,"4238","MUIRLANDS-EL TORO",,"33.62246","-117.69670",,,,,
4239,"4239","MUIRLANDS-PARKVIEW",,"33.61904","-117.69462",,,,,
4240,"4240","MUIRLANDS-LOS ALISOS",,"33.61778","-117.69309",,,,,
4241,"4241","MUIRLANDS-PARKVIEW",,"33.61991","-117.69480",,,,,
4242,"4242","MUIRLANDS-EL TORO",,"33.62368","-117.69760",,,,,
4243,"4243","MUIRLANDS-TULIP",,"33.62479","-117.69959",,,,,
4244,"4244","MUIRLANDS-ENTRADOS",,"33.62709","-117.70217",,,,,
4245,"4245","MUIRLANDS-RIDGE ROUTE",,"33.62881","-117.70534",,,,,
4246,"4246","MUIRLANDS-VILLAGE CENTER",,"33.63010","-117.70698",,,,,
4248,"4248","MUIRLANDS-LAKE FOREST",,"33.63473","-117.71000",,,,,
4249,"4249","MUIRLANDS-ASPAN",,"33.63649","-117.71132",,,,,
4250,"4250","MUIRLANDS-FERNGREEN",,"33.63842","-117.71426",,,,,
4251,"4251","PORTOLA-MARKET",,"33.67982","-117.66503",,,,,
4252,"4252","PORTOLA-BAKE",,"33.67813","-117.66249",,,,,
4253,"4253","PORTOLA-LAKE FOREST",,"33.67554","-117.65800",,,,,
4255,"4255","PORTOLA-PAULING",,"33.67361","-117.65558",,,,,
4256,"4256","PORTOLA-PAULING",,"33.67425","-117.65592",,,,,
4257,"4257","PORTOLA-BAKE",,"33.67868","-117.66291",,,,,
4258,"4258","RIDGE ROUTE-ROCKFIELD",,"33.62425","-117.71167",,,,,
4259,"4259","RIDGE ROUTE-EL ROND",,"33.62615","-117.70859",,,,,
4260,"4260","RIDGE ROUTE-JERONIMO",,"33.63330","-117.69675",,,,,
4261,"4261","RIDGE ROUTE-COSTA BELLA",,"33.63495","-117.69423",,,,,
4262,"4262","RIDGE ROUTE-TOLEDO",,"33.63752","-117.69066",,,,,
4263,"4263","RIDGE ROUTE-SERRANO",,"33.63944","-117.68797",,,,,
4264,"4264","RIDGE ROUTE-CHAPARRAL",,"33.64089","-117.68545",,,,,
4265,"4265","RIDGE ROUTE-SERRANO",,"33.63936","-117.68848",,,,,
4266,"4266","RIDGE ROUTE-TOLEDO",,"33.63712","-117.69157",,,,,
4267,"4267","RIDGE ROUTE-COSTA BELLA",,"33.63501","-117.69450",,,,,
4268,"4268","RIDGE ROUTE-MUIRLANDS",,"33.62828","-117.70559",,,,,
4269,"4269","RIDGE ROUTE-EL ROND",,"33.62588","-117.70947",,,,,
4270,"4270","RIDGE ROUTE-ROCKFIELD",,"33.62432","-117.71202",,,,,
4271,"4271","ROCKFIELD-LAKE FOREST",,"33.62834","-117.71633",,,,,
4273,"4273","ROCKFIELD-MERCURY",,"33.62549","-117.71367",,,,,
4274,"4274","ROCKFIELD-RIDGE ROUTE",,"33.62363","-117.71196",,,,,
4275,"4275","ROCKFIELD-DURYEA",,"33.62083","-117.70951",,,,,
4276,"4276","ROCKFIELD-CAVANAUGH",,"33.61925","-117.70741",,,,,
4277,"4277","ROCKFIELD-EL TORO",,"33.61724","-117.70515",,,,,
4282,"4282","ROCKFIELD-EL TORO",,"33.61834","-117.70576",,,,,
4283,"4283","ROCKFIELD-DURYEA",,"33.62141","-117.70964",,,,,
4285,"4285","ROCKFIELD-MERCURY",,"33.62582","-117.71367",,,,,
4286,"4286","ROCKFIELD-BOEING",,"33.62804","-117.71568",,,,,
4287,"4287","ROCKFIELD-LAKE FOREST",,"33.63009","-117.71752",,,,,
4288,"4288","TOWNE CENTRE-ALTON",,"33.68081","-117.66947",,,,,
4290,"4290","TRABUCO-BAKE",,"33.65458","-117.70238",,,,,
4291,"4291","TRABUCO-PEACHWOOD",,"33.64988","-117.68999",,,,,
4292,"4292","TRABUCO-LAKE FOREST",,"33.64615","-117.68583",,,,,
4293,"4293","TRABUCO-RIDGE ROUTE",,"33.64203","-117.68454",,,,,
4296,"4296","TRABUCO-RED RIVER",,"33.64467","-117.68517",,,,,
4297,"4297","TRABUCO-LAKE FOREST",,"33.64785","-117.68625",,,,,
4298,"4298","TRABUCO-PEACHWOOD",,"33.65035","-117.69026",,,,,
4299,"4299","TRABUCO-PASEO TRANQUILO",,"33.65266","-117.69597",,,,,
4300,"4300","TRABUCO-PASEO SOMBRA",,"33.65408","-117.70024",,,,,
4301,"4301","BEACH-1501 HILLSBOROUGH",,"33.91031","-117.97535",,,,,
4302,"4302","BEACH-WESTRIDGE PLAZA SOUTH",,"33.91410","-117.97071",,,,,
4303,"4303","BEACH-IMPERIAL",,"33.91780","-117.96782",,,,,
4304,"4304","BEACH-FASHION SQUARE",,"33.91975","-117.96760",,,,,
4306,"4306","BEACH-LAMBERT",,"33.92492","-117.96764",,,,,
4307,"4307","BEACH-MERCED",,"33.92733","-117.96763",,,,,
4308,"4308","BEACH-LA HABRA",,"33.93208","-117.96766",,,,,
4309,"4309","BEACH-LA HABRA",,"33.93313","-117.96776",,,,,
4310,"4310","BEACH-GREGORY",,"33.93646","-117.96777",,,,,
4311,"4311","BEACH-WHITTIER",,"33.93857","-117.96778",,,,,
4312,"4312","BEACH-LA HABRA",,"33.93070","-117.96808",,,,,
4313,"4313","BEACH-MERCED",,"33.92668","-117.96805",,,,,
4314,"4314","BEACH-LAMBERT",,"33.92419","-117.96801",,,,,
4315,"4315","BEACH-FASHION SQUARE",,"33.92014","-117.96799",,,,,
4316,"4316","BEACH-IMPERIAL",,"33.91693","-117.96856",,,,,
4317,"4317","BEACH-WESTRIDGE PLAZA SOUTH",,"33.91416","-117.97120",,,,,
4318,"4318","BEACH-1501 HILLSBOROUGH",,"33.91087","-117.97516",,,,,
4319,"4319","EUCLID-COUNTRY HILLS",,"33.90923","-117.94805",,,,,
4320,"4320","EUCLID-MONTWOOD",,"33.91450","-117.94625",,,,,
4321,"4321","EUCLID-IMPERIAL",,"33.91653","-117.94599",,,,,
4323,"4323","EUCLID-LAS LOMAS",,"33.92089","-117.94603",,,,,
4324,"4324","EUCLID-LAMBERT",,"33.92493","-117.94604",,,,,
4325,"4325","EUCLID-ELECTRIC",,"33.92781","-117.94604",,,,,
4327,"4327","1ST-EUCLID",,"33.93085","-117.94579",,,,,
4329,"4329","EUCLID-LAMBERT",,"33.92479","-117.94626",,,,,
4330,"4330","EUCLID-LAS LOMAS",,"33.92112","-117.94626",,,,,
4331,"4331","EUCLID-IMPERIAL",,"33.91785","-117.94631",,,,,
4332,"4332","EUCLID-MONTWOOD",,"33.91440","-117.94660",,,,,
4333,"4333","HARBOR-LAS PALMAS",,"33.91249","-117.93143",,,,,
4334,"4334","HARBOR-LAS RIENDAS",,"33.91522","-117.93280",,,,,
4335,"4335","HARBOR-LAMBERT",,"33.92480","-117.93292",,,,,
4336,"4336","HARBOR-SUPERIOR",,"33.92821","-117.93294",,,,,
4337,"4337","HARBOR-LA HABRA",,"33.93210","-117.93294",,,,,
4338,"4338","HARBOR-FRANCIS",,"33.93614","-117.93293",,,,,
4339,"4339","HARBOR-WHITTIER",,"33.93855","-117.93315",,,,,
4340,"4340","HARBOR-STEARNS",,"33.93340","-117.93317",,,,,
4341,"4341","HARBOR-LA HABRA",,"33.93132","-117.93319",,,,,
4342,"4342","HARBOR-3RD",,"33.92919","-117.93311",,,,,
4343,"4343","HARBOR-LAMBERT",,"33.92396","-117.93358",,,,,
4344,"4344","HARBOR-EDWARDS",,"33.92058","-117.93316",,,,,
4345,"4345","HARBOR-IMPERIAL",,"33.91673","-117.93320",,,,,
4346,"4346","IDAHO-LAS LOMAS",,"33.92134","-117.95931",,,,,
4347,"4347","IDAHO-WHITTIER",,"33.93829","-117.95929",,,,,
4348,"4348","IDAHO-HIGHLANDER",,"33.93559","-117.95930",,,,,
4349,"4349","IMPERIAL-IDAHO",,"33.91716","-117.95876",,,,,
4350,"4350","IMPERIAL-EUCLID",,"33.91721","-117.94538",,,,,
4351,"4351","IMPERIAL-LAKEVIEW",,"33.91721","-117.93942",,,,,
4352,"4352","IMPERIAL-LESLIE",,"33.91747","-117.94026",,,,,
4353,"4353","IMPERIAL-EUCLID",,"33.91751","-117.94658",,,,,
4354,"4354","IMPERIAL-WALNUT",,"33.91746","-117.95274",,,,,
4355,"4355","IMPERIAL-IDAHO",,"33.91743","-117.95983",,,,,
4356,"4356","IMPERIAL-MARKET PLACE",,"33.91743","-117.96273",,,,,
4357,"4357","IMPERIAL-MARKET PLACE",,"33.91744","-117.96490",,,,,
4362,"4362","LA HABRA-MONTE VISTA",,"33.93175","-117.95523",,,,,
4363,"4363","LA HABRA-WALNUT",,"33.93177","-117.95071",,,,,
4364,"4364","LA HABRA-EUCLID",,"33.93175","-117.94654",,,,,
4365,"4365","LA HABRA-CYPRESS",,"33.93179","-117.94200",,,,,
4366,"4366","LA HABRA-MCPHERSON",,"33.93175","-117.93920",,,,,
4367,"4367","LA HABRA-VALENCIA",,"33.93175","-117.93541",,,,,
4368,"4368","LA HABRA-HARBOR",,"33.93176","-117.93342",,,,,
4369,"4369","LA HABRA-FONDA",,"33.93181","-117.92929",,,,,
4370,"4370","LA HABRA-PALM",,"33.93196","-117.92484",,,,,
4371,"4371","LA HABRA-FONDA",,"33.93195","-117.92955",,,,,
4372,"4372","LA HABRA-HARBOR",,"33.93194","-117.93362",,,,,
4373,"4373","LA HABRA-VALENCIA",,"33.93196","-117.93618",,,,,
4374,"4374","LA HABRA-MCPHERSON",,"33.93195","-117.93881",,,,,
4375,"4375","LA HABRA-CYPRESS",,"33.93194","-117.94230",,,,,
4376,"4376","LA HABRA-EUCLID",,"33.93195","-117.94682",,,,,
4377,"4377","LA HABRA-WALNUT",,"33.93192","-117.95015",,,,,
4378,"4378","LA HABRA-MONTE VISTA",,"33.93192","-117.95570",,,,,
4379,"4379","LA HABRA-IDAHO",,"33.93193","-117.95995",,,,,
4380,"4380","LA HABRA-EL PORTAL",,"33.93193","-117.96276",,,,,
4384,"4384","LAMBERT-BEACH",,"33.92447","-117.96728",,,,,
4385,"4385","LAMBERT-WHITEBOOK",,"33.92449","-117.96212",,,,,
4386,"4386","LAMBERT-IDAHO",,"33.92445","-117.95944",,,,,
4389,"4389","WHITTIER-HACIENDA",,"33.93947","-117.96441",,,,,
4391,"4391","WHITTIER-IDAHO",,"33.93896","-117.95869",,,,,
4392,"4392","WHITTIER-MONTE VISTA",,"33.93907","-117.95529",,,,,
4393,"4393","WHITTIER-WALNUT",,"33.93904","-117.95116",,,,,
4394,"4394","WHITTIER-EUCLID",,"33.93904","-117.94661",,,,,
4395,"4395","WHITTIER-CYPRESS",,"33.93906","-117.94118",,,,,
4396,"4396","WHITTIER-MAPLE",,"33.93900","-117.93860",,,,,
4397,"4397","WHITTIER-HARBOR",,"33.93919","-117.93324",,,,,
4398,"4398","WHITTIER-STONEWOOD",,"33.93929","-117.93869",,,,,
4399,"4399","WHITTIER-CYPRESS",,"33.93929","-117.94230",,,,,
4400,"4400","WHITTIER-EUCLID",,"33.93932","-117.94668",,,,,
4401,"4401","WHITTIER-WALNUT",,"33.93919","-117.95073",,,,,
4402,"4402","WHITTIER-MONTE VISTA",,"33.93919","-117.95500",,,,,
4413,"4413","DEL AMO-PIONEER",,"33.84594","-118.08171",,,,,
4414,"4414","DEL AMO-VIOLETA",,"33.84590","-118.07896",,,,,
4415,"4415","DEL AMO-AVD PAMPLONA",,"33.84595","-118.07446",,,,,
4416,"4416","DEL AMO-NORWALK",,"33.84601","-118.07113",,,,,
4417,"4417","DEL AMO-CLARRETA",,"33.84604","-118.06753",,,,,
4418,"4418","DEL AMO-BLOOMFIELD",,"33.84603","-118.06298",,,,,
4420,"4420","BEACH-ROSECRANS",,"33.89654","-117.98692",,,,,
4421,"4421","BEACH-HAWKS POINTE",,"33.90268","-117.98279",,,,,
4422,"4422","BEACH-HILLSBOROUGH",,"33.90826","-117.97789",,,,,
4423,"4423","BEACH-HILLSBOROUGH",,"33.90804","-117.97858",,,,,
4424,"4424","BEACH-SOMERSET",,"33.90239","-117.98339",,,,,
4425,"4425","BEACH-ROSECRANS",,"33.89608","-117.98769",,,,,
4426,"4426","ALICIA-CROWN VALLEY",,"33.52397","-117.71507",,,,,
4427,"4427","ALICIA-IVY GLENN",,"33.52647","-117.71643",,,,,
4428,"4428","ALICIA-NIGUEL",,"33.52891","-117.71574",,,,,
4429,"4429","ALICIA-NIGUEL",,"33.52954","-117.71512",,,,,
4430,"4430","ALICIA-SEA BIRD",,"33.53312","-117.71395",,,,,
4431,"4431","ALICIA-KITE HILL",,"33.53604","-117.71413",,,,,
4432,"4432","ALICIA-HIGHLANDS",,"33.54154","-117.71467",,,,,
4433,"4433","ALICIA-KITE HILL",,"33.54722","-117.71613",,,,,
4434,"4434","ALICIA-AWMA",,"33.55040","-117.71673",,,,,
4435,"4435","ALICIA-EL LAZO",,"33.55746","-117.71677",,,,,
4436,"4436","ALICIA-FEDERAL LOADING DOCK",,"33.56033","-117.71636",,,,,
4437,"4437","ALICIA-AVILA",,"33.56320","-117.71539",,,,,
4438,"4438","ALICIA-MARKETPLACE",,"33.56555","-117.71543",,,,,
4439,"4439","ALICIA-MARKETPLACE",,"33.56751","-117.71486",,,,,
4440,"4440","ALICIA-PACIFIC PARK",,"33.57032","-117.71487",,,,,
4441,"4441","ALICIA-MARKETPLACE",,"33.56748","-117.71528",,,,,
4442,"4442","ALICIA-MARKETPLACE",,"33.56550","-117.71579",,,,,
4443,"4443","ALICIA-AVILA",,"33.56291","-117.71585",,,,,
4444,"4444","ALICIA-SKATE PARK WAY",,"33.55979","-117.71659",,,,,
4445,"4445","ALICIA-ALISO CREEK",,"33.55503","-117.71833",,,,,
4446,"4446","ALICIA-AWMA",,"33.55172","-117.71790",,,,,
4447,"4447","ALICIA-KITE HILL",,"33.54694","-117.71654",,,,,
4448,"4448","ALICIA-HIGHLANDS",,"33.54132","-117.71512",,,,,
4449,"4449","ALICIA-CLIPPER",,"33.53802","-117.71537",,,,,
4450,"4450","ALICIA-KITE HILL",,"33.53577","-117.71435",,,,,
4451,"4451","ALICIA-SEA BIRD",,"33.53296","-117.71429",,,,,
4452,"4452","ALICIA-NIGUEL",,"33.52903","-117.71606",,,,,
4453,"4453","ALICIA-PACIFIC ISLAND",,"33.52560","-117.71667",,,,,
4454,"4454","AVILA-HEATHER RIDGE",,"33.56309","-117.71111",,,,,
4457,"4457","AVILA-LA PAZ",,"33.56362","-117.70850",,,,,
4458,"4458","AVILA-HEATHER RIDGE",,"33.56298","-117.71187",,,,,
4459,"4459","ALISO CREEK-ALICIA",,"33.55550","-117.71826",,,,,
4460,"4460","CABOT-RAPID FALLS",,"33.56592","-117.67640",,,,,
4461,"4461","CROWN VALLEY-CAMINO DEL AVION",,"33.49534","-117.72033",,,,,
4462,"4462","CROWN VALLEY-NATIONAL PARK",,"33.49946","-117.72030",,,,,
4463,"4463","CROWN VALLEY-WEST NINE",,"33.50215","-117.72012",,,,,
4464,"4464","CROWN VALLEY-WEST NINE",,"33.50834","-117.71957",,,,,
4465,"4465","CROWN VALLEY-CLUB HOUSE",,"33.51212","-117.71915",,,,,
4466,"4466","CROWN VALLEY-PASEO DEL NIGUEL",,"33.51821","-117.71899",,,,,
4467,"4467","CROWN VALLEY-HILLHURST",,"33.52211","-117.71639",,,,,
4468,"4468","CROWN VALLEY-ALICIA",,"33.52384","-117.71439",,,,,
4469,"4469","CROWN VALLEY-NIGUEL",,"33.52662","-117.71083",,,,,
4470,"4470","CROWN VALLEY-ENT 19751 CROWN VALLEY",,"33.52903","-117.70850",,,,,
4471,"4471","CROWN VALLEY-CENTRAL PARK",,"33.53091","-117.70508",,,,,
4472,"4472","CROWN VALLEY-LA PLATA",,"33.53346","-117.70146",,,,,
4473,"4473","CROWN VALLEY-ADELANTO",,"33.53714","-117.69754",,,,,
4474,"4474","CROWN VALLEY-NUEVA VISTA",,"33.54033","-117.69456",,,,,
4475,"4475","CROWN VALLEY-GOLDEN LANTERN",,"33.54355","-117.69127",,,,,
4476,"4476","CROWN VALLEY-GLENROCK",,"33.54933","-117.68883",,,,,
4477,"4477","CROWN VALLEY-GREENFIELD",,"33.55393","-117.68469",,,,,
4478,"4478","CROWN VALLEY-CABOT",,"33.55694","-117.67836",,,,,
4479,"4479","CROWN VALLEY-FORBES",,"33.55844","-117.67595",,,,,
4480,"4480","CROWN VALLEY-CABOT",,"33.55705","-117.67945",,,,,
4481,"4481","CROWN VALLEY-GREENFIELD",,"33.55299","-117.68655",,,,,
4482,"4482","CROWN VALLEY-GLENROCK",,"33.54919","-117.68923",,,,,
4483,"4483","CROWN VALLEY-MOULTON",,"33.54280","-117.69259",,,,,
4484,"4484","CROWN VALLEY-NUEVA VISTA",,"33.54037","-117.69491",,,,,
4485,"4485","CROWN VALLEY-LA PAZ",,"33.53611","-117.69910",,,,,
4486,"4486","CROWN VALLEY-LA PLATA",,"33.53355","-117.70182",,,,,
4487,"4487","CROWN VALLEY-CENTRAL PARK",,"33.53077","-117.70605",,,,,
4488,"4488","CROWN VALLEY-ENT 19751 CROWN VALLEY",,"33.52917","-117.70875",,,,,
4489,"4489","CROWN VALLEY-NIGUEL",,"33.52620","-117.71210",,,,,
4490,"4490","CROWN VALLEY-ALICIA",,"33.52342","-117.71535",,,,,
4491,"4491","CROWN VALLEY-VIA VALLE",,"33.52034","-117.71831",,,,,
4492,"4492","CROWN VALLEY-PLAYA BLANCA",,"33.51823","-117.71932",,,,,
4493,"4493","CROWN VALLEY-CLUB HOUSE",,"33.51185","-117.71949",,,,,
4494,"4494","CROWN VALLEY-LAGUNA WOODS",,"33.50781","-117.72003",,,,,
4495,"4495","CROWN VALLEY-WEST NINE",,"33.50253","-117.72043",,,,,
4496,"4496","CROWN VALLEY-NATIONAL PARK",,"33.49981","-117.72057",,,,,
4497,"4497","GOLDEN LANTERN-CAMINO DEL AVION",,"33.49138","-117.69708",,,,,
4498,"4498","GOLDEN LANTERN-VIA LADERA",,"33.49310","-117.69574",,,,,
4499,"4499","GOLDEN LANTERN-OLD RANCH",,"33.50070","-117.69268",,,,,
4500,"4500","GOLDEN LANTERN-BEACON HILL",,"33.50410","-117.69022",,,,,
4501,"4501","GOLDEN LANTERN-SAINT CHRISTOPHER",,"33.50785","-117.68405",,,,,
4502,"4502","GOLDEN LANTERN-DUNES",,"33.51298","-117.68136",,,,,
4503,"4503","GOLDEN LANTERN-SAINT CHRISTOPHER",,"33.51644","-117.68192",,,,,
4504,"4504","GOLDEN LANTERN-CHAPPAROSA PARK",,"33.51836","-117.68359",,,,,
4505,"4505","GOLDEN LANTERN-SWEET MEADOWS",,"33.52201","-117.68556",,,,,
4506,"4506","GOLDEN LANTERN-CAMINO LOS PADRES",,"33.52444","-117.68542",,,,,
4507,"4507","GOLDEN LANTERN-CRYSTAL CAY",,"33.52805","-117.68495",,,,,
4508,"4508","GOLDEN LANTERN-DUCHESS",,"33.53262","-117.68476",,,,,
4509,"4509","GOLDEN LANTERN-PASEO ESCUELA",,"33.53949","-117.68716",,,,,
4510,"4510","MOULTON-CROWN VALLEY",,"33.54388","-117.69264",,,,,
4511,"4511","MOULTON-NUEVA VISTA",,"33.54690","-117.69605",,,,,
4512,"4512","MOULTON-RANCHO NIGUEL",,"33.55092","-117.69698",,,,,
4513,"4513","MOULTON-ENT 28188 VENTANJA",,"33.55371","-117.69706",,,,,
4514,"4514","MOULTON-ALISO CREEK",,"33.55729","-117.70027",,,,,
4515,"4515","MOULTON-AVILA",,"33.56254","-117.70316",,,,,
4516,"4516","MOULTON-ALISO NIGUEL",,"33.56531","-117.70182",,,,,
4517,"4517","MOULTON-ALISO NIGUEL",,"33.56469","-117.70245",,,,,
4518,"4518","MOULTON-AVILA",,"33.56162","-117.70380",,,,,
4519,"4519","MOULTON-ALISO CREEK",,"33.55627","-117.69964",,,,,
4520,"4520","MOULTON-ENT 28188 VENTANJA",,"33.55323","-117.69738",,,,,
4521,"4521","MOULTON-RANCHO NIGUEL",,"33.55013","-117.69738",,,,,
4522,"4522","MOULTON-NUEVA VISTA",,"33.54613","-117.69603",,,,,
4523,"4523","GOLDEN LANTERN-CROWN VALLEY",,"33.54253","-117.69163",,,,,
4524,"4524","GOLDEN LANTERN-PASEO DE COLINAS",,"33.53746","-117.68577",,,,,
4525,"4525","GOLDEN LANTERN-VIA DE ANZA",,"33.53303","-117.68520",,,,,
4526,"4526","GOLDEN LANTERN-HIDDEN HILLS",,"33.52921","-117.68520",,,,,
4527,"4527","GOLDEN LANTERN-CRYSTAL CAY",,"33.52707","-117.68548",,,,,
4528,"4528","GOLDEN LANTERN-MARINA HILLS",,"33.52429","-117.68575",,,,,
4529,"4529","GOLDEN LANTERN-SWEET MEADOWS",,"33.52192","-117.68589",,,,,
4530,"4530","GOLDEN LANTERN-CHAPPAROSA PARK",,"33.51802","-117.68361",,,,,
4531,"4531","GOLDEN LANTERN-SAINT CHRISTOPHER",,"33.51561","-117.68195",,,,,
4532,"4532","GOLDEN LANTERN-DUNES",,"33.51280","-117.68177",,,,,
4533,"4533","GOLDEN LANTERN-SARDINA",,"33.50799","-117.68436",,,,,
4534,"4534","GOLDEN LANTERN-BEACON HILL",,"33.50376","-117.69120",,,,,
4535,"4535","GOLDEN LANTERN-BEAR BRAND",,"33.50008","-117.69315",,,,,
4536,"4536","GOLDEN LANTERN-VIA LADERA",,"33.49273","-117.69660",,,,,
4537,"4537","LA PAZ-CROWN VALLEY",,"33.53656","-117.69864",,,,,
4538,"4538","LA PAZ-KINGS",,"33.53931","-117.70207",,,,,
4539,"4539","LA PAZ-RANCHO NIGUEL",,"33.54734","-117.70344",,,,,
4540,"4540","LA PAZ-YOSEMITE",,"33.55038","-117.70526",,,,,
4541,"4541","LA PAZ-ALISO CREEK",,"33.55604","-117.70968",,,,,
4542,"4542","LA PAZ-ALLEGRA",,"33.56057","-117.70817",,,,,
4543,"4543","LA PAZ-AVILA",,"33.56307","-117.70823",,,,,
4544,"4544","LA PAZ-ALLEGRA",,"33.56105","-117.70843",,,,,
4545,"4545","LA PAZ-ALISO CREEK",,"33.55496","-117.71010",,,,,
4546,"4546","LA PAZ-YOSEMITE",,"33.54977","-117.70533",,,,,
4547,"4547","LA PAZ-RANCHO NIGUEL",,"33.54693","-117.70344",,,,,
4548,"4548","LA PAZ-KINGS",,"33.53908","-117.70231",,,,,
4549,"4549","NIGUEL-CAMINO DEL AVION",,"33.48998","-117.71079",,,,,
4550,"4550","NIGUEL-CHARLES",,"33.49291","-117.70906",,,,,
4551,"4551","NIGUEL-RIDGEWAY",,"33.49603","-117.71029",,,,,
4552,"4552","NIGUEL-BEACON HILL",,"33.50426","-117.70827",,,,,
4553,"4553","NIGUEL-CLUBHOUSE",,"33.50851","-117.70790",,,,,
4554,"4554","NIGUEL-AUGUSTA",,"33.51570","-117.70602",,,,,
4555,"4555","NIGUEL-MARINA HILLS",,"33.51915","-117.70501",,,,,
4556,"4556","NIGUEL-CROWN VALLEY",,"33.52718","-117.71201",,,,,
4557,"4557","NIGUEL-LA HERMOSA",,"33.52204","-117.70748",,,,,
4558,"4558","NIGUEL-MARINA HILLS",,"33.51919","-117.70534",,,,,
4559,"4559","NIGUEL-AUGUSTA",,"33.51567","-117.70643",,,,,
4560,"4560","NIGUEL-CLUBHOUSE",,"33.50689","-117.70802",,,,,
4561,"4561","NIGUEL-CHARLES",,"33.49287","-117.70936",,,,,
4566,"4566","BALL-KAYLOR",,"33.81746","-118.06575",,,,,
4567,"4567","BLOOMFIELD-BALL",,"33.81707","-118.06326",,,,,
4568,"4568","BLOOMFIELD-SAN BONITO",,"33.81343","-118.06327",,,,,
4569,"4569","CERRITOS-BLOOMFIELD",,"33.81044","-118.06375",,,,,
4570,"4570","CERRITOS-HUMBOLT",,"33.81045","-118.06614",,,,,
4571,"4571","CERRITOS-LOS ALAMITOS",,"33.81047","-118.06955",,,,,
4573,"4573","KATELLA-CIVIC CENTER",,"33.80292","-118.07708",,,,,
4574,"4574","KATELLA-LOS ALIMITOS",,"33.80297","-118.07116",,,,,
4576,"4576","KATELLA-MAPLE",,"33.80292","-118.06570",,,,,
4577,"4577","KATELLA-BLOOMFIELD",,"33.80291","-118.06291",,,,,
4578,"4578","KATELLA-NOEL",,"33.80288","-118.05759",,,,,
4579,"4579","KATELLA-SARATOGA",,"33.80293","-118.05392",,,,,
4580,"4580","KATELLA-TICONDEROGA",,"33.80298","-118.04854",,,,,
4581,"4581","KATELLA-SIBONEY",,"33.80287","-118.04320",,,,,
4582,"4582","KATELLA-WINNERS CIRCLE",,"33.80285","-118.04027",,,,,
4583,"4583","KATELLA-WALKER",,"33.80285","-118.03740",,,,,
4584,"4584","KATELLA-LEXINGTON",,"33.80317","-118.05503",,,,,
4585,"4585","KATELLA-PORTAL",,"33.80317","-118.06030",,,,,
4586,"4586","KATELLA-BLOOMFIELD",,"33.80321","-118.06364",,,,,
4587,"4587","KATELLA-KAYLOR",,"33.80320","-118.06671",,,,,
4589,"4589","KATELLA-LOS ALAMITOS",,"33.80322","-118.07166",,,,,
4590,"4590","KATELLA-WALNUT",,"33.80325","-118.07511",,,,,
4591,"4591","KATELLA-CIVIC CENTER",,"33.80322","-118.07712",,,,,
4592,"4592","LOS ALAMITOS-BRADBURY",,"33.78786","-118.07190",,,,,
